Timestep  Iteration  resNorm(0)  resNorm(1)  
266  1  0.6927416542380995  0.0006458359772159  
267  1  1.0080958854820670  0.0010939744844297  
267  2  0.0488241043628884  0.0008214948600720  
268  1  0.2919078028170246  0.0002638579806790  
269  1  0.4636485864772018  0.0003988600696440  
270  1  0.7326170167685948  0.0006950401844828  
271  1  1.0505140632254626  0.0011718106975641  
271  2  0.1600706480357069  0.0008892536672501  
272  1  0.4307943978003324  0.0003844758289682  
273  1  0.6744085089958098  0.0006176188722119  
274  1  0.9917039358716613  0.0010617284724847  
274  2  0.1384702943220466  0.0008146757268277  
275  1  0.3283405280196093  0.0002986583370530  
276  1  0.4851138085517848  0.0004211757037552  
277  1  0.7523710976946387  0.0007179823110300  
278  1  1.0665379008263283  0.0012039859465962  
278  2  0.0381916557153156  0.0009032429256847  
279  1  0.3119149957614474  0.0002812952898803  
280  1  0.4915078343681529  0.0004245050125391  
281  1  0.7691680367935613  0.0007366239250498  
282  1  1.0871824535374053  0.0012440930936664  
282  2  0.0520203056918653  0.0009351748653146  
283  1  0.3316172125936633  0.0002977110593263  
284  1  0.5227206756931568  0.0004525593752802  
285  1  0.8107928443679852  0.0007871754907237  
286  1  1.1269571385707038  0.0013319896803883  
286  2  0.0524456104372953  0.0009998743201465  
287  1  0.3523454472749625  0.0003157705968413  
288  1  0.5522807221689657  0.0004811197676520  
289  1  0.8489656085947905  0.0008383203268184  
290  1  1.1621450545297418  0.0014183664886715  
290  2  0.1292249397463851  0.0010664963963455  
290  3  0.0053411040224921  0.0000698506241188  
291  1  0.3633972147966371  0.0003288437997715  
292  1  0.5717446443599946  0.0005010349406568  
293  1  0.8744657289745359  0.0008727576029652  
294  1  1.1839172087874006  0.0014773795641603  
294  2  0.0182058875605151  0.0011080273663621  
294  3  0.0026290260273963  0.0000090214638333  
295  1  0.3776783256108913  0.0003426790741671  
296  1  0.5924997660575315  0.0005215155314202  
297  1  0.8994154039810771  0.0009097333156897  
298  1  1.2058432749437122  0.0015390609200292  
298  2  0.0023906832214603  0.0011541997488515  
298  3  0.0002067225084346  0.0000011322436142  
299  1  0.3933496362181921  0.0003567428577568  
300  1  0.6146727763791188  0.0005440180537265  
301  1  0.9260572040121817  0.0009479685473192  
302  1  1.2270491638516174  0.0016049737469103  
302  2  0.0017656081499426  0.0012033286185477  
302  3  0.0002076047711330  0.0000008344703928  
303  1  0.4090975612576235  0.0003722356790449  
304  1  0.6366263694530627  0.0005667109497676  
305  1  0.9513436897126417  0.0009886771156835  
306  1  1.2477531485287909  0.0016728488710077  
306  2  0.0017199686402118  0.0012544875924679  
306  3  0.0000808566533301  0.0000010201490356  
307  1  0.4259675291609358  0.0003877389590159  
308  1  0.6599795943224339  0.0005912515236134  
309  1  0.9779806389510666  0.0010304860147685  
309  2  0.0044099803330613  0.0007690387061483  
310  1  0.2698034582053108  0.0002419736680037  
311  1  0.4327847002831025  0.0003639286517650  
312  1  0.6921233977695159  0.0006393366352999  
313  1  1.0079736187160266  0.0010793647316954  
313  2  0.0033161850884694  0.0008100572432291  
314  1  0.2803780310146260  0.0002496744666429  
315  1  0.4494723388371608  0.0003816886432032  
316  1  0.7146689407395009  0.0006641154087987  
317  1  1.0328067840070894  0.0011252498856830  
317  2  0.0102062860574861  0.0008433049883484  
318  1  0.2937084003070520  0.0002616188508637  
319  1  0.4695519770228554  0.0003989818417545  
320  1  0.7425366502495445  0.0006964856660173  
321  1  1.0608098135538595  0.0011788459468530  
321  2  0.0066439060083212  0.0008842787047680  
322  1  0.3055208564949918  0.0002734315827385  
323  1  0.4871857964665700  0.0004159992267826  
324  1  0.7659451800245867  0.0007251137898483  
325  1  1.0847440162311148  0.0012273675621387  
325  2  0.0140697976547381  0.0009201020035548  
326  1  0.3198374261824030  0.0002849972321606  
327  1  0.5085962519895418  0.0004352102531615  
328  1  0.7944115518933619  0.0007592743489220  
329  1  1.1118301795327146  0.0012859776283859  
329  2  0.0146942532462976  0.0009643354539941  
330  1  0.3337715317110941  0.0002987302438971  
331  1  0.5289340500063824  0.0004548846144961  
332  1  0.8205943179573681  0.0007936437468515  
333  1  1.1368024101513983  0.0013434614781688  
333  2  0.0083208318519572  0.0010075287149453  
333  3  0.0014059757305753  0.0000040856154539  
334  1  0.3478259623491838  0.0003114141664600  
335  1  0.5497722488702144  0.0004748940302300  
336  1  0.8474207522772412  0.0008282043365744  
337  1  1.1606043140401354  0.0014027812991516  
337  2  0.0054318598973149  0.0010517572072166  
337  3  0.0005050341884012  0.0000024774625150  
338  1  0.3624488697272805  0.0003252796026839  
339  1  0.5709014281456706  0.0004955209042896  
340  1  0.8735440617912329  0.0008648901707968  
341  1  1.1839350742662649  0.0014642261433278  
341  2  0.0036166071010456  0.0010978912900391  
341  3  0.0005043048639264  0.0000018272693475  
342  1  0.3779455286560907  0.0003394012416994  
343  1  0.5931274671545946  0.0005175720444653  
344  1  0.9006931127913300  0.0009027059110983  
345  1  1.2065459470134021  0.0015291071183682  
345  2  0.0016192068449552  0.0011465017324065  
345  3  0.0001654934058935  0.0000008312111225  
346  1  0.3937552623616449  0.0003545431341461  
347  1  0.6154122225299683  0.0005401339647541  
348  1  0.9270749668836354  0.0009428618246245  
349  1  1.2285338357032705  0.0015963786857094  
349  2  0.0007027525148287  0.0011970790232164  
349  3  0.0007273666903984  0.0000006073358974  
350  1  0.4104588043266615  0.0003700376128817  
351  1  0.6388421355169102  0.0005642448870985  
352  1  0.9542945661520157  0.0009842227667309  
353  1  1.2497490024596216  0.0016673089236641  
353  2  0.0019352660820879  0.0012499499191958  
353  3  0.0001796655613245  0.0000012262963166  
354  1  0.4275634453398628  0.0003865714992516  
355  1  0.6623102385414636  0.0005890268432688  
356  1  0.9807488425086771  0.0010283119231091  
356  2  0.0024594850997973  0.0007674426123953  
357  1  0.2704199601631991  0.0002416398011291  
358  1  0.4338974202743271  0.0003623392043995  
359  1  0.6939943835014839  0.0006375813050361  
360  1  1.0106197733892428  0.0010761252206916  
360  2  0.0028622331984405  0.0008077785582454  
361  1  0.2819072883242209  0.0002487379238697  
362  1  0.4521096095599373  0.0003812932876909  
363  1  0.7186560886518507  0.0006632580993882  
364  1  1.0369189281894706  0.0011253119171807  
364  2  0.0094198844673027  0.0008432299913469  
365  1  0.2951441578367934  0.0002617515038873  
366  1  0.4719919718530300  0.0003981820415528  
367  1  0.7460448022009089  0.0006964435987818  
368  1  1.0650031075382735  0.0011786189392277  
368  2  0.0385625848153446  0.0008855205019865  
369  1  0.3120833285311746  0.0002773686624661  
370  1  0.4953288888087444  0.0004211936457253  
371  1  0.7763420290748171  0.0007322310781632  
372  1  1.0946209796320223  0.0012406319323212  
372  2  0.0262604465130805  0.0009310171021390  
373  1  0.3254747856074480  0.0002904382713385  
374  1  0.5159712831834355  0.0004396644554779  
375  1  0.8040452380677375  0.0007675006946173  
376  1  1.1213784965973568  0.0012988703711858  
376  2  0.0181523784643003  0.0009742616702579  
377  1  0.3397991642716985  0.0003017398869872  
378  1  0.5378405178349038  0.0004603650832484  
379  1  0.8325295178766055  0.0008028936999744  
380  1  1.1475001288822870  0.0013612694999065  
380  2  0.0145198272171126  0.0010205145264162  
380  3  0.0017548598252100  0.0000066644359924  
381  1  0.3544594434220006  0.0003157614730716  
382  1  0.5596310355918577  0.0004810329398424  
383  1  0.8599937960311017  0.0008407316167853  
384  1  1.1723404444476944  0.0014239868433660  
384  2  0.0065535201860275  0.0010680961690144  
384  3  0.0003909789282538  0.0000029032999886  
385  1  0.3702467458066173  0.0003299477383694  
386  1  0.5824295684185625  0.0005036684840225  
387  1  0.8880949847241582  0.0008789314741749  
388  1  1.1962468351345934  0.0014901652353119  
388  2  0.0028284782401695  0.0011170469158884  
388  3  0.0003854943588642  0.0000013364153753  
389  1  0.3865009392237396  0.0003455656066159  
390  1  0.6054666720785109  0.0005264826412561  
391  1  0.9157050941678305  0.0009200730425294  
392  1  1.2194688900999726  0.0015586318083579  
392  2  0.0013287984106044  0.0011689458802050  
392  3  0.0001264212674768  0.0000006373200998  
393  1  0.4036721915416913  0.0003611896962467  
394  1  0.6296842733506531  0.0005513028985089  
395  1  0.9441019430705866  0.0009623063115995  
396  1  1.2419933307824775  0.0016315438996434  
396  2  0.0010149250065794  0.0012231408358223  
396  3  0.0001810022432600  0.0000005840563448  
397  1  0.4212666753714716  0.0003782936278441  
398  1  0.6539558347783508  0.0005764931577511  
399  1  0.9717279427853674  0.0010074541461183  
399  2  0.0029090220823252  0.0007516462643954  
400  1  0.2670661375560766  0.0002367982582779  
401  1  0.4290736711830793  0.0003557408382997  
402  1  0.6875358074534071  0.0006266594701487  
403  1  1.0039751248004998  0.0010584207626464  
403  2  0.0107890291416670  0.0007945076599756  
404  1  0.2797816305021883  0.0002452117832268  
405  1  0.4491390786816568  0.0003764792308360  
406  1  0.7149228438912391  0.0006551970756001  
407  1  1.0333162635567581  0.0011126258812305  
407  2  0.0210445162972718  0.0008343198972794  
408  1  0.2931614151691449  0.0002592792054809  
409  1  0.4681859838008084  0.0003927710642214  
410  1  0.7408073845989785  0.0006869063630949  
411  1  1.0598406839262096  0.0011623255787673  
411  2  0.0962425278908688  0.0008755209024007  
412  1  0.3548149773743682  0.0003102933703490  
413  1  0.5606534223473392  0.0004827938505466  
414  1  0.8597910859238892  0.0008365083731027  
415  1  1.1720764340881626  0.0014196935512607  
415  2  0.2435716771216895  0.0010871442383819  
415  3  0.0083172815197194  0.0001093342151738  
416  1  0.3702000751315038  0.0003300613022551  
417  1  0.5818796276621756  0.0005013749712322  
418  1  0.8874827060140644  0.0008767070841935  
419  1  1.1959574568731333  0.0014844383921396  
419  2  0.0192943206112146  0.0011132771712040  
419  3  0.0017381986460387  0.0000087201673093  
420  1  0.3866275692901167  0.0003438461044306  
421  1  0.6057866097360202  0.0005254111303728  
422  1  0.9161269780975350  0.0009167207748025  
423  1  1.2195186556029340  0.0015545954909637  
423  2  0.0021259842338653  0.0011654423004678  
423  3  0.0003406153510347  0.0000010213000655  
424  1  0.4034704602561185  0.0003605568408017  
425  1  0.6293146568242657  0.0005491210789194  
426  1  0.9436394921367717  0.0009599191155384  
427  1  1.2419486041481100  0.0016261577012694  
427  2  0.0014650601633974  0.0012194613241087  
427  3  0.0001906117451858  0.0000006690528252  
428  1  0.4214252429003471  0.0003767442546825  
429  1  0.6542943260337118  0.0005752209737228  
430  1  0.9721712862416884  0.0010040194627683  
430  2  0.0022925348145595  0.0007495731097801  
